CASRN,LD50,Compound name,Binary,GHS,Set,SMILES
80-43-3,2000,{2-[(2-phenylpropan-2-yl)peroxy]propan-2-yl}benzene,0.0,5,ms,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
1897-52-5,2000,"2,6-difluorobenzonitrile",0.0,5,ms,N#Cc1c(F)cccc1F
79-39-0,6000,Methacrylamide,0.0,5,ms,C=C(C)C(N)=O
7122-04-05,2000,Fondaren,0.0,5,ms,CNC(=O)Oc1ccccc1C1OC(C)C(C)O1
5343-44-2,2000,-,0.0,5,ms,CCCCCCCCCCCC(=O)N(CCCC)CCCC
6940-53-0,2000,"1-chloro-2,5-dimethoxy-4-nitrobenzene",0.0,5,ms,COc1cc([N+](=O)[O-])c(OC)cc1Cl
33145-10-7,2000,"2-[1-(2-hydroxy-3,5-dimethylphenyl)-2-methylpropyl]-4,6-dimethylphenol",0.0,5,ms,Cc1cc(C)c(O)c(C(c2cc(C)cc(C)c2O)C(C)C)c1
69-72-7,2000,sodium 2-hydroxybenzoate,0.0,5,ms,O=C(O)c1ccccc1O
422-56-0,2000,HCFC 225ca,0.0,5,ms,FC(F)(F)C(F)(F)C(Cl)Cl
354-21-2,2000,HCFC 122,0.0,5,ms,FC(F)(Cl)C(Cl)Cl
24279-39-8,2000,"2,6-dichloro-4-(trifluoromethyl)aniline",0.0,5,ms,Nc1c(Cl)cc(C(F)(F)F)cc1Cl
2163-00-0,2000,"1,6-dichlorohexane",0.0,5,ms,ClCCCCCCCl
2425-79-8,2150,2-{[4-(oxiran-2-ylmethoxy)butoxy]methyl}oxirane,0.0,5,ms,C(CCOCC1CO1)COCC1CO1
98-85-1,2000,1-phenylethan-1-ol,0.0,5,ms,CC(O)c1ccccc1
118-79-6,2000,"2,4,6-tribromophenol",0.0,5,ms,Oc1c(Br)cc(Br)cc1Br
18181-80-1,4000,Bromopropylate [ANSI:BSI:ISO],0.0,5,ms,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1
121-00-6,2000,unnamed [121-00-6],0.0,5,ms,COc1ccc(O)c(C(C)(C)C)c1
,10000,"2,3-Dichlorobenzoic acid-methyl ester",0.0,5,ms,COC(=O)c1cccc(Cl)c1Cl
79-07-2,2000,2-chloroacetamide,0.0,5,ms,NC(=O)CCl
56962-04-0,2000,-,0.0,5,ms,Oc1cc(Cl)cc(Br)c1
12407-86-2,2000,Trimethacarb [ISO],0.0,5,ms,CNC(=O)Oc1cc(C)cc(C)c1C
756-13-8,2000,"1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)pentan-3-one",0.0,5,ms,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
,5000,Quintozene,0.0,5,ms,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
,2000,Tecnazene,0.0,5,ms,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
